Student Name: William Collins
line 1: op1 = -489.11, op2 = 432.89, op = '+', result = -56.219
line 902: op1 = 146.26, op2 = -468.05, op = '*', result = -68458.630
line 900: op1 = 168.03, op2 = 574.85, op = '-', result = -406.814
line 895: op1 = 145.24, op2 = -3.30, op = '/', result = -44.000
line 915: op1 = -102.34, op2 = 268.64, op = '+', result = 166.303
line 903: op1 = 146.23, op2 = 185.03, op = '*', result = 27057.967
line 901: op1 = 56.81, op2 = 39.33, op = '-', result = 17.479
line 904: op1 = -437.74, op2 = -612.83, op = '*', result = 268260.942
line 896: op1 = 668.24, op2 = -704.17, op = '/', result = -0.949
line 916: op1 = -0.71, op2 = 21.79, op = '+', result = 21.079
line 902: op1 = 146.26, op2 = -468.05, op = '-', result = 614.311
line 905: op1 = 79.92, op2 = 19.11, op = '*', result = 1527.433
line 897: op1 = 633.61, op2 = 346.51, op = '/', result = 1.829
line 917: op1 = 7.44, op2 = -4.96, op = '+', result = 2.480
line 903: op1 = 146.23, op2 = 185.03, op = '-', result = -38.797
line 906: op1 = -530.60, op2 = 317.07, op = '*', result = -168235.285
line 898: op1 = 122.84, op2 = -24.57, op = '/', result = -5.000
line 918: op1 = 229.71, op2 = 100.50, op = '+', result = 330.213
line 904: op1 = -437.74, op2 = -612.83, op = '-', result = 175.095
line 907: op1 = -323.88, op2 = 298.18, op = '*', result = -96574.937
line 899: op1 = -19.92, op2 = -253.96, op = '/', result = 0.078
line 919: op1 = 61.19, op2 = -78.68, op = '+', result = -17.484
line 905: op1 = 79.92, op2 = 19.11, op = '-', result = 60.810
line 920: op1 = -22.83, op2 = 10.45, op = '+', result = -12.380
line 908: op1 = 191.15, op2 = -86.89, op = '*', result = -16608.369
line 900: op1 = 168.03, op2 = 574.85, op = '/', result = 0.292
line 906: op1 = -530.60, op2 = 317.07, op = '-', result = -847.666
line 921: op1 = -148.45, op2 = 402.94, op = '+', result = 254.491
line 909: op1 = -233.08, op2 = 238.50, op = '*', result = -55588.819
line 901: op1 = 56.81, op2 = 39.33, op = '/', result = 1.444
line 907: op1 = -323.88, op2 = 298.18, op = '-', result = -622.061
line 922: op1 = -53.48, op2 = 22.02, op = '+', result = -31.459
line 910: op1 = 110.71, op2 = -320.49, op = '*', result = -35481.942
line 902: op1 = 146.26, op2 = -468.05, op = '/', result = -0.313
line 908: op1 = 191.15, op2 = -86.89, op = '-', result = 278.037
line 923: op1 = 656.69, op2 = -477.59, op = '+', result = 179.097
line 911: op1 = 363.11, op2 = 233.42, op = '*', result = 84757.735
line 903: op1 = 146.23, op2 = 185.03, op = '/', result = 0.790
line 912: op1 = -474.08, op2 = -347.09, op = '*', result = 164550.126
line 909: op1 = -233.08, op2 = 238.50, op = '-', result = -471.577
line 924: op1 = -25.51, op2 = -133.04, op = '+', result = -158.554
line 904: op1 = -437.74, op2 = -612.83, op = '/', result = 0.714
line 913: op1 = -51.78, op2 = -45.57, op = '*', result = 2359.581
line 910: op1 = 110.71, op2 = -320.49, op = '-', result = 431.199
line 925: op1 = 171.91, op2 = 85.96, op = '+', result = 257.868
line 905: op1 = 79.92, op2 = 19.11, op = '/', result = 4.182
line 914: op1 = 99.93, op2 = 103.26, op = '*', result = 10319.371
line 911: op1 = 363.11, op2 = 233.42, op = '-', result = 129.680
line 926: op1 = 110.23, op2 = -744.06, op = '+', result = -633.831
line 906: op1 = -530.60, op2 = 317.07, op = '/', result = -1.673
line 915: op1 = -102.34, op2 = 268.64, op = '*', result = -27492.901
line 912: op1 = -474.08, op2 = -347.09, op = '-', result = -126.986
line 927: op1 = -519.37, op2 = 442.02, op = '+', result = -77.354
line 907: op1 = -323.88, op2 = 298.18, op = '/', result = -1.086
line 928: op1 = 309.36, op2 = 13.26, op = '+', result = 322.619
line 916: op1 = -0.71, op2 = 21.79, op = '*', result = -15.483
line 913: op1 = -51.78, op2 = -45.57, op = '-', result = -6.214
line 908: op1 = 191.15, op2 = -86.89, op = '/', result = -2.200
line 929: op1 = 2.63, op2 = 1.88, op = '+', result = 4.502
line 917: op1 = 7.44, op2 = -4.96, op = '*', result = -36.915
line 914: op1 = 99.93, op2 = 103.26, op = '-', result = -3.331
line 909: op1 = -233.08, op2 = 238.50, op = '/', result = -0.977
line 930: op1 = 418.12, op2 = 52.26, op = '+', result = 470.382
line 918: op1 = 229.71, op2 = 100.50, op = '*', result = 23086.086
line 915: op1 = -102.34, op2 = 268.64, op = '-', result = -370.983
line 910: op1 = 110.71, op2 = -320.49, op = '/', result = -0.345
line 931: op1 = 494.66, op2 = -131.91, op = '+', result = 362.753
line 919: op1 = 61.19, op2 = -78.68, op = '*', result = -4814.416
line 916: op1 = -0.71, op2 = 21.79, op = '-', result = -22.500
line 911: op1 = 363.11, op2 = 233.42, op = '/', result = 1.556
line 917: op1 = 7.44, op2 = -4.96, op = '-', result = 12.402
line 932: op1 = 17.36, op2 = 237.19, op = '+', result = 254.546
line 920: op1 = -22.83, op2 = 10.45, op = '*', result = -238.700
line 912: op1 = -474.08, op2 = -347.09, op = '/', result = 1.366
line 918: op1 = 229.71, op2 = 100.50, op = '-', result = 129.214
line 933: op1 = 502.45, op2 = -481.22, op = '+', result = 21.230
line 921: op1 = -148.45, op2 = 402.94, op = '*', result = -59818.258
line 913: op1 = -51.78, op2 = -45.57, op = '/', result = 1.136
line 919: op1 = 61.19, op2 = -78.68, op = '-', result = 139.869
line 934: op1 = -146.40, op2 = 43.06, op = '+', result = -103.339
line 922: op1 = -53.48, op2 = 22.02, op = '*', result = -1177.730
line 914: op1 = 99.93, op2 = 103.26, op = '/', result = 0.968
line 920: op1 = -22.83, op2 = 10.45, op = '-', result = -33.287
line 923: op1 = 656.69, op2 = -477.59, op = '*', result = -313630.538
line 915: op1 = -102.34, op2 = 268.64, op = '/', result = -0.381
line 921: op1 = -148.45, op2 = 402.94, op = '-', result = -551.397
line 916: op1 = -0.71, op2 = 21.79, op = '/', result = -0.033
line 935: op1 = -364.63, op2 = 420.25, op = '+', result = 55.621
line 924: op1 = -25.51, op2 = -133.04, op = '*', result = 3394.442
line 922: op1 = -53.48, op2 = 22.02, op = '-', result = -75.502
line 917: op1 = 7.44, op2 = -4.96, op = '/', result = -1.500
line 936: op1 = -251.87, op2 = 353.50, op = '+', result = 101.631
line 925: op1 = 171.91, op2 = 85.96, op = '*', result = 14776.838
line 923: op1 = 656.69, op2 = -477.59, op = '-', result = 1134.283
line 918: op1 = 229.71, op2 = 100.50, op = '/', result = 2.286
line 937: op1 = 434.72, op2 = -427.82, op = '+', result = 6.900
line 926: op1 = 110.23, op2 = -744.06, op = '*', result = -82019.159
line 924: op1 = -25.51, op2 = -133.04, op = '-', result = 107.525
line 919: op1 = 61.19, op2 = -78.68, op = '/', result = -0.778
line 938: op1 = 208.73, op2 = 653.12, op = '+', result = 861.844
line 927: op1 = -519.37, op2 = 442.02, op = '*', result = -229573.949
line 939: op1 = 2.22, op2 = 28.08, op = '+', result = 30.296
line 925: op1 = 171.91, op2 = 85.96, op = '-', result = 85.956
line 920: op1 = -22.83, op2 = 10.45, op = '/', result = -2.184
line 928: op1 = 309.36, op2 = 13.26, op = '*', result = 4101.595
line 940: op1 = -51.96, op2 = 77.94, op = '+', result = 25.982
line 926: op1 = 110.23, op2 = -744.06, op = '-', result = 854.294
line 921: op1 = -148.45, op2 = 402.94, op = '/', result = -0.368
line 929: op1 = 2.63, op2 = 1.88, op = '*', result = 4.925
line 941: op1 = -79.47, op2 = -86.79, op = '+', result = -166.264
line 927: op1 = -519.37, op2 = 442.02, op = '-', result = -961.394
line 922: op1 = -53.48, op2 = 22.02, op = '/', result = -2.429
line 930: op1 = 418.12, op2 = 52.26, op = '*', result = 21852.744
line 942: op1 = -166.02, op2 = -207.53, op = '+', result = -373.548
line 928: op1 = 309.36, op2 = 13.26, op = '-', result = 296.102
line 923: op1 = 656.69, op2 = -477.59, op = '/', result = -1.375
line 931: op1 = 494.66, op2 = -131.91, op = '*', result = -65251.167
line 924: op1 = -25.51, op2 = -133.04, op = '/', result = 0.192
line 943: op1 = -2.38, op2 = -3.17, op = '+', result = -5.553
line 929: op1 = 2.63, op2 = 1.88, op = '-', result = 0.750
line 932: op1 = 17.36, op2 = 237.19, op = '*', result = 4116.555
line 925: op1 = 171.91, op2 = 85.96, op = '/', result = 2.000
line 944: op1 = -84.49, op2 = -38.40, op = '+', result = -122.895
line 930: op1 = 418.12, op2 = 52.26, op = '-', result = 365.853
line 933: op1 = 502.45, op2 = -481.22, op = '*', result = -241785.007
line 926: op1 = 110.23, op2 = -744.06, op = '/', result = -0.148
line 945: op1 = 472.50, op2 = -499.11, op = '+', result = -26.619
line 931: op1 = 494.66, op2 = -131.91, op = '-', result = 626.574
line 934: op1 = -146.40, op2 = 43.06, op = '*', result = -6303.488
line 927: op1 = -519.37, op2 = 442.02, op = '/', result = -1.175
line 946: op1 = -573.33, op2 = 372.66, op = '+', result = -200.665
line 932: op1 = 17.36, op2 = 237.19, op = '-', result = -219.836
line 947: op1 = -272.62, op2 = 94.58, op = '+', result = -178.040
line 928: op1 = 309.36, op2 = 13.26, op = '/', result = 23.333
line 935: op1 = -364.63, op2 = 420.25, op = '*', result = -153236.095
line 933: op1 = 502.45, op2 = -481.22, op = '-', result = 983.662
line 948: op1 = 85.69, op2 = -242.78, op = '+', result = -157.095
line 929: op1 = 2.63, op2 = 1.88, op = '/', result = 1.400
line 936: op1 = -251.87, op2 = 353.50, op = '*', result = -89034.949
line 934: op1 = -146.40, op2 = 43.06, op = '-', result = -189.454
line 949: op1 = 191.17, op2 = -537.09, op = '+', result = -345.922
line 930: op1 = 418.12, op2 = 52.26, op = '/', result = 8.000
line 937: op1 = 434.72, op2 = -427.82, op = '*', result = -185984.169
line 950: op1 = 245.91, op2 = 209.02, op = '+', result = 454.933
line 931: op1 = 494.66, op2 = -131.91, op = '/', result = -3.750
line 938: op1 = 208.73, op2 = 653.12, op = '*', result = 136323.410
line 935: op1 = -364.63, op2 = 420.25, op = '-', result = -784.881
line 951: op1 = 586.22, op2 = -267.62, op = '+', result = 318.599
line 936: op1 = -251.87, op2 = 353.50, op = '-', result = -605.367
line 932: op1 = 17.36, op2 = 237.19, op = '/', result = 0.073
line 939: op1 = 2.22, op2 = 28.08, op = '*', result = 62.245
line 952: op1 = -380.45, op2 = -48.42, op = '+', result = -428.875
line 937: op1 = 434.72, op2 = -427.82, op = '-', result = 862.545
line 933: op1 = 502.45, op2 = -481.22, op = '/', result = -1.044
line 940: op1 = -51.96, op2 = 77.94, op = '*', result = -4050.276
line 953: op1 = 490.90, op2 = 498.69, op = '+', result = 989.590
line 938: op1 = 208.73, op2 = 653.12, op = '-', result = -444.388
line 934: op1 = -146.40, op2 = 43.06, op = '/', result = -3.400
line 941: op1 = -79.47, op2 = -86.79, op = '*', result = 6897.525
line 954: op1 = -114.74, op2 = -614.67, op = '+', result = -729.412
line 939: op1 = 2.22, op2 = 28.08, op = '-', result = -25.862
line 942: op1 = -166.02, op2 = -207.53, op = '*', result = 34453.883
line 955: op1 = -2.01, op2 = 8.02, op = '+', result = 6.016
line 940: op1 = -51.96, op2 = 77.94, op = '-', result = -129.908
line 956: op1 = -653.41, op2 = -806.15, op = '+', result = -1459.561
line 935: op1 = -364.63, op2 = 420.25, op = '/', result = -0.868
line 943: op1 = -2.38, op2 = -3.17, op = '*', result = 7.552
line 941: op1 = -79.47, op2 = -86.79, op = '-', result = 7.320
line 957: op1 = -81.07, op2 = -50.32, op = '+', result = -131.387
line 936: op1 = -251.87, op2 = 353.50, op = '/', result = -0.712
line 944: op1 = -84.49, op2 = -38.40, op = '*', result = 3244.798
line 942: op1 = -166.02, op2 = -207.53, op = '-', result = 41.505
line 958: op1 = -67.06, op2 = -80.47, op = '+', result = -147.534
line 937: op1 = 434.72, op2 = -427.82, op = '/', result = -1.016
line 945: op1 = 472.50, op2 = -499.11, op = '*', result = -235829.554
line 943: op1 = -2.38, op2 = -3.17, op = '-', result = 0.793
line 959: op1 = 155.82, op2 = -48.36, op = '+', result = 107.459
line 938: op1 = 208.73, op2 = 653.12, op = '/', result = 0.320
line 946: op1 = -573.33, op2 = 372.66, op = '*', result = -213659.709
line 944: op1 = -84.49, op2 = -38.40, op = '-', result = -46.085
line 947: op1 = -272.62, op2 = 94.58, op = '*', result = -25785.745
line 960: op1 = -24.67, op2 = -40.63, op = '+', result = -65.305
line 939: op1 = 2.22, op2 = 28.08, op = '/', result = 0.079
line 945: op1 = 472.50, op2 = -499.11, op = '-', result = 971.610
line 948: op1 = 85.69, op2 = -242.78, op = '*', result = -20803.770
line 961: op1 = 39.00, op2 = 10.54, op = '+', result = 49.537
line 940: op1 = -51.96, op2 = 77.94, op = '/', result = -0.667
line 946: op1 = -573.33, op2 = 372.66, op = '-', result = -945.994
line 949: op1 = 191.17, op2 = -537.09, op = '*', result = -102674.168
line 962: op1 = -20.78, op2 = 7.79, op = '+', result = -12.990
line 941: op1 = -79.47, op2 = -86.79, op = '/', result = 0.916
line 947: op1 = -272.62, op2 = 94.58, op = '-', result = -367.207
line 950: op1 = 245.91, op2 = 209.02, op = '*', result = 51400.937
line 963: op1 = -67.15, op2 = 147.72, op = '+', result = 80.575
line 942: op1 = -166.02, op2 = -207.53, op = '/', result = 0.800
line 948: op1 = 85.69, op2 = -242.78, op = '-', result = 328.472
line 943: op1 = -2.38, op2 = -3.17, op = '/', result = 0.750
line 951: op1 = 586.22, op2 = -267.62, op = '*', result = -156886.535
line 964: op1 = -36.84, op2 = 184.22, op = '+', result = 147.376
line 949: op1 = 191.17, op2 = -537.09, op = '-', result = 728.257
line 944: op1 = -84.49, op2 = -38.40, op = '/', result = 2.200
line 952: op1 = -380.45, op2 = -48.42, op = '*', result = 18422.084
line 965: op1 = -251.99, op2 = 130.44, op = '+', result = -121.550
line 950: op1 = 245.91, op2 = 209.02, op = '-', result = 36.886
line 945: op1 = 472.50, op2 = -499.11, op = '/', result = -0.947
line 953: op1 = 490.90, op2 = 498.69, op = '*', result = 244807.135
line 966: op1 = 48.43, op2 = 395.53, op = '+', result = 443.963
line 951: op1 = 586.22, op2 = -267.62, op = '-', result = 853.845
line 946: op1 = -573.33, op2 = 372.66, op = '/', result = -1.538
line 954: op1 = -114.74, op2 = -614.67, op = '*', result = 70526.863
line 967: op1 = 412.41, op2 = -10.02, op = '+', result = 402.386
line 955: op1 = -2.01, op2 = 8.02, op = '*', result = -16.086
line 952: op1 = -380.45, op2 = -48.42, op = '-', result = -332.032
line 947: op1 = -272.62, op2 = 94.58, op = '/', result = -2.882
line 968: op1 = 305.97, op2 = -162.26, op = '+', result = 143.714
line 956: op1 = -653.41, op2 = -806.15, op = '*', result = 526746.645
line 953: op1 = 490.90, op2 = 498.69, op = '-', result = -7.792
line 948: op1 = 85.69, op2 = -242.78, op = '/', result = -0.353
line 969: op1 = 239.52, op2 = 12.28, op = '+', result = 251.798
line 957: op1 = -81.07, op2 = -50.32, op = '*', result = 4079.235
line 954: op1 = -114.74, op2 = -614.67, op = '-', result = 499.934
line 949: op1 = 191.17, op2 = -537.09, op = '/', result = -0.356
line 970: op1 = -215.23, op2 = -47.83, op = '+', result = -263.059
line 958: op1 = -67.06, op2 = -80.47, op = '*', result = 5396.628
line 955: op1 = -2.01, op2 = 8.02, op = '-', result = -10.027
line 950: op1 = 245.91, op2 = 209.02, op = '/', result = 1.176
line 971: op1 = 725.55, op2 = -253.94, op = '+', result = 471.609
line 951: op1 = 586.22, op2 = -267.62, op = '/', result = -2.190
line 959: op1 = 155.82, op2 = -48.36, op = '*', result = -7534.758
line 956: op1 = -653.41, op2 = -806.15, op = '-', result = 152.745
line 972: op1 = -632.25, op2 = -358.02, op = '+', result = -990.278
line 952: op1 = -380.45, op2 = -48.42, op = '/', result = 7.857
line 960: op1 = -24.67, op2 = -40.63, op = '*', result = 1002.474
line 957: op1 = -81.07, op2 = -50.32, op = '-', result = -30.750
line 973: op1 = -115.59, op2 = 56.90, op = '+', result = -58.690
line 953: op1 = 490.90, op2 = 498.69, op = '/', result = 0.984
line 961: op1 = 39.00, op2 = 10.54, op = '*', result = 411.027
line 958: op1 = -67.06, op2 = -80.47, op = '-', result = 13.412
line 974: op1 = 621.58, op2 = 406.27, op = '+', result = 1027.855
line 954: op1 = -114.74, op2 = -614.67, op = '/', result = 0.187
line 962: op1 = -20.78, op2 = 7.79, op = '*', result = -161.984
line 959: op1 = 155.82, op2 = -48.36, op = '-', result = 204.173
line 975: op1 = -667.68, op2 = -80.22, op = '+', result = -747.903
line 960: op1 = -24.67, op2 = -40.63, op = '-', result = 15.963
line 955: op1 = -2.01, op2 = 8.02, op = '/', result = -0.250
line 963: op1 = -67.15, op2 = 147.72, op = '*', result = -9918.903
line 976: op1 = 445.74, op2 = -4.63, op = '+', result = 441.108
line 961: op1 = 39.00, op2 = 10.54, op = '-', result = 28.458
line 956: op1 = -653.41, op2 = -806.15, op = '/', result = 0.811
line 964: op1 = -36.84, op2 = 184.22, op = '*', result = -6787.394
line 977: op1 = 316.92, op2 = -133.44, op = '+', result = 183.478
line 962: op1 = -20.78, op2 = 7.79, op = '-', result = -28.577
line 957: op1 = -81.07, op2 = -50.32, op = '/', result = 1.611
line 965: op1 = -251.99, op2 = 130.44, op = '*', result = -32871.299
line 978: op1 = -849.97, op2 = 5814.55, op = '+', result = 4964.585
line 963: op1 = -67.15, op2 = 147.72, op = '-', result = -214.867
line 958: op1 = -67.06, op2 = -80.47, op = '/', result = 0.833
line 966: op1 = 48.43, op2 = 395.53, op = '*', result = 19156.453
line 959: op1 = 155.82, op2 = -48.36, op = '/', result = -3.222
line 979: op1 = -69.02, op2 = 228.29, op = '+', result = 159.270
line 964: op1 = -36.84, op2 = 184.22, op = '-', result = -221.064
line 967: op1 = 412.41, op2 = -10.02, op = '*', result = -4132.803
line 960: op1 = -24.67, op2 = -40.63, op = '/', result = 0.607
line 965: op1 = -251.99, op2 = 130.44, op = '-', result = -382.439
line 968: op1 = 305.97, op2 = -162.26, op = '*', result = -49646.039
line 961: op1 = 39.00, op2 = 10.54, op = '/', result = 3.700
line 980: op1 = 28.69, op2 = 338.65, op = '+', result = 367.342
line 966: op1 = 48.43, op2 = 395.53, op = '-', result = -347.098
line 969: op1 = 239.52, op2 = 12.28, op = '*', result = 2941.733
line 962: op1 = -20.78, op2 = 7.79, op = '/', result = -2.667
line 981: op1 = -95.52, op2 = 155.23, op = '+', result = 59.702
line 967: op1 = 412.41, op2 = -10.02, op = '-', result = 422.428
line 970: op1 = -215.23, op2 = -47.83, op = '*', result = 10294.183
line 963: op1 = -67.15, op2 = 147.72, op = '/', result = -0.455
line 971: op1 = 725.55, op2 = -253.94, op = '*', result = -184249.046
line 982: op1 = -81.61, op2 = 51.69, op = '+', result = -29.925
line 968: op1 = 305.97, op2 = -162.26, op = '-', result = 468.228
line 964: op1 = -36.84, op2 = 184.22, op = '/', result = -0.200
line 972: op1 = -632.25, op2 = -358.02, op = '*', result = 226362.124
line 983: op1 = 315.20, op2 = -769.47, op = '+', result = -454.265
line 969: op1 = 239.52, op2 = 12.28, op = '-', result = 227.234
line 965: op1 = -251.99, op2 = 130.44, op = '/', result = -1.932
line 973: op1 = -115.59, op2 = 56.90, op = '*', result = -6577.047
line 984: op1 = -180.17, op2 = -571.58, op = '+', result = -751.755
line 970: op1 = -215.23, op2 = -47.83, op = '-', result = -167.401
